entity_id,domain,friendly_name,state,device_class,unit_of_measurement
switch.router_data_fetching_3,switch,Router data fetching,unavailable,,
button.reboot_3,button,Reboot,unavailable,restart,
device_tracker.espressif_2,device_tracker,Espressif,unavailable,,
device_tracker.viziocastdisplay_2,device_tracker,viziocastdisplay,unavailable,,
device_tracker.viziocastdisplay_3,device_tracker,viziocastdisplay,unavailable,,
device_tracker.espressif_3,device_tracker,Espressif,unavailable,,
device_tracker.taras_iphone_14_2,device_tracker,Taras-iPhone-14,unavailable,,
device_tracker.phone_3,device_tracker,Android,unavailable,,
device_tracker.diego_compy_2,device_tracker,Diego_Compy,unavailable,,
device_tracker.phone_4,device_tracker,phone,unavailable,,
device_tracker.diego_compy_3,device_tracker,Diego_Compy,unavailable,,
device_tracker.taras_iphone_14_3,device_tracker,Taras-iPhone-14,unavailable,,
device_tracker.phone_5,device_tracker,Android,unavailable,,
sensor.exterior_lights_status,sensor,Exterior lights Status,Unknown,,
button.exterior_lights_request_platform_api_state,button,Exterior lights Request Platform API State,unknown,,
switch.exterior_lights_power_switch,switch,Exterior lights Power Switch,unknown,,
sensor.scenic_dreamview1_status,sensor,Scenic DreamView1 Status,Unknown,,
button.scenic_dreamview1_request_platform_api_state,button,Scenic DreamView1 Request Platform API State,unknown,,
switch.scenic_dreamview1_power_switch,switch,Scenic DreamView1 Power Switch,unknown,,
sensor.scenic_dreamview_status,sensor,Scenic DreamView Status,Unknown,,
button.scenic_dreamview_request_platform_api_state,button,Scenic DreamView Request Platform API State,unknown,,
switch.scenic_dreamview_power_switch,switch,Scenic DreamView Power Switch,unknown,,
sensor.h5100_92ee_status,sensor,Shelf 2 Status,Available,,
button.h5100_92ee_request_platform_api_state,button,Shelf 2 Request Platform API State,unknown,,
sensor.shelf_2_temperature,sensor,Shelf 2 Temperature,67.64,temperature,°F
sensor.shelf_2_humidity,sensor,Shelf 2 Humidity,76.00,humidity,%
sensor.h5100_0ccb_status,sensor,Shelf 3 Status,Available,,
button.h5100_0ccb_request_platform_api_state,button,Shelf 3 Request Platform API State,unknown,,
sensor.shelf_3_temperature,sensor,Shelf 3 Temperature,76.10,temperature,°F
sensor.shelf_3_humidity,sensor,Shelf 3 Humidity,63.00,humidity,%
sensor.scenic_dreamview2_status,sensor,Scenic DreamView2 Status,Unknown,,
button.scenic_dreamview2_request_platform_api_state,button,Scenic DreamView2 Request Platform API State,unknown,,
switch.scenic_dreamview2_power_switch,switch,Scenic DreamView2 Power Switch,unknown,,
sensor.tv_lights_status,sensor,TV Lights Status,Unknown,,
button.tv_lights_request_platform_api_state,button,TV Lights Request Platform API State,unknown,,
switch.tv_lights_power_switch,switch,TV Lights Power Switch,unknown,,
light.garage_left,light,Garage-left,on,,
select.garage_left_power_on_behavior,select,Garage-left Power-on behavior,unknown,,
update.garage_left,update,Garage-left,off,firmware,
light.garage_center,light,Garage-center,on,,
select.garage_center_power_on_behavior,select,Garage-center Power-on behavior,unknown,,
update.garage_center,update,Garage-center,off,firmware,
light.garage_right,light,Garage-right,on,,
select.garage_right_power_on_behavior,select,Garage-right Power-on behavior,unknown,,
update.garage_right,update,Garage-right,off,firmware,
update.team_tracker_card_update,update,Team Tracker Card update,off,,
